size: 262144 Elapsed time: 124207 us. fill: 10306 us.
size: 524288 Elapsed time: 326651 us. fill: 65427 us.
size: 1048576 Elapsed time: 487824 us. fill: 39491 us.
size: 2097152 Elapsed time: 646848 us. fill: 136677 us.
size: 4194304 Elapsed time: 1239506 us. fill: 103627 us.
size: 8388608 Elapsed time: 2402232 us. fill: 210135 us.
size: 16777216 Elapsed time: 4994007 us. fill: 401492 us.
size: 33554432 Elapsed time: 9412426 us. fill: 791374 us.
size: 67108864 Elapsed time: 18788378 us. fill: 1613817 us.
size: 134217728 Elapsed time: 37752933 us. fill: 3167228 us.
size: 268435456 Elapsed time: 75665880 us. fill: 6502890 us.
size: 536870912 Elapsed time: 152325578 us. fill: 12828846 us.
size: 1073741824 Elapsed time: 311821505 us. fill: 26453874 us.
Hello world

